0.000185013,0.000056982,0.000049114,0.000154972,0.000226021
0.000163078,0.000185013,0.000094175,0.000095129,0.000119925
0.000246048,0.000127077,0.000128031,0.000144005,0.000129938
0.000155210,0.000152111,0.000163794,0.000254154,0.000138998
0.000169992,0.000174999,0.000175953,0.000186205,0.000174999
0.000234842,0.000236988,0.000224113,0.000269890,0.000299931
0.000255823,0.000256062,0.000328064,0.000277996,0.000264168
0.000301123,0.000309944,0.000277996,0.000322819,0.000266075
0.000304937,0.000293016,0.000427961,0.000316858,0.000284910
0.000382900,0.000346184,0.000422001,0.000370979,0.000319004
0.000471830,0.000364065,0.000402927,0.000388861,0.000387907
0.000397921,0.000396967,0.000399828,0.000508070,0.000410080
0.000443935,0.000736952,0.000470161,0.000669003,0.000498056
0.000451088,0.000451088,0.000455141,0.000499010,0.000478983
0.000553846,0.000511885,0.000527859,0.000885963,0.001103878
0.000749111,0.000655890,0.000539064,0.000689030,0.000698090
0.000576019,0.000577927,0.000627995,0.000578165,0.000569105
0.000679016,0.000869036,0.000633955,0.000648975,0.000709772
0.001096010,0.000726223,0.000716925,0.000627995,0.000640154
0.000659943,0.000824928,0.001085997,0.000803947,0.000660181
0.000942945,0.000839949,0.000748158,0.000726938,0.000739813
0.000797987,0.000960827,0.000754118,0.001172066,0.000838995
0.001325846,0.001729012,0.000903130,0.000859022,0.000934839
0.000943899,0.000911951,0.000960827,0.001322031,0.001089096
0.000911951,0.000910997,0.000967026,0.001363993,0.001502037
0.000951052,0.001164913,0.001075029,0.000979900,0.001091003
0.001006126,0.000994921,0.001102924,0.000958920,0.000996828
0.001643896,0.001034975,0.001038074,0.001484156,0.001418114
0.001352072,0.001597881,0.001065969,0.001341105,0.001436949
0.001071930,0.001097918,0.001206160,0.001040936,0.001142025
0.001667976,0.001760006,0.001271009,0.001180887,0.001247883
0.001673937,0.001217842,0.001160145,0.001439810,0.001108885
0.001242876,0.001139879,0.001265049,0.001571178,0.001222134
0.001192808,0.001424074,0.001208067,0.001210928,0.001177073
0.001224995,0.001166105,0.001362085,0.001183033,0.001350880
0.001351118,0.001266003,0.001241922,0.001296043,0.001338005
0.001941919,0.001683950,0.001341105,0.001401901,0.001598120
0.001457930,0.001320124,0.001792192,0.001394987,0.001302004
0.001391888,0.001385927,0.001310825,0.001929998,0.001585007
0.001509905,0.001837969,0.001597881,0.001387119,0.001352072
0.001739025,0.001512051,0.001991034,0.001446962,0.001626015
0.001538038,0.001557827,0.001547813,0.001497030,0.001909971
0.001598835,0.002878189,0.002065897,0.001574993,0.001855135
0.001751900,0.002046108,0.001704216,0.001623154,0.001671076
0.001717091,0.001850128,0.001850128,0.003296852,0.001681089
0.001928091,0.001837969,0.001760006,0.002274036,0.001796007
0.001823902,0.002443075,0.001888037,0.001849174,0.002136946
0.001885891,0.001847982,0.002203941,0.001997948,0.001909018
0.002299786,0.002321005,0.001970053,0.001960039,0.002037048
0.002022982,0.002034903,0.002501011,0.002650023,0.002089977
0.002053976,0.002058029,0.002467871,0.002297878,0.002375841
0.002439976,0.002224922,0.002060890,0.002841949,0.002029896
0.002480984,0.002449036,0.002199888,0.002095938,0.002125978
0.002129078,0.002269030,0.002151012,0.002589941,0.002089977
0.002185106,0.002197027,0.002256155,0.002156973,0.002195835
0.002752066,0.002289057,0.002288103,0.002208948,0.002743959
0.002412081,0.002300024,0.002336025,0.002960205,0.002823830
0.002260923,0.002485991,0.002260923,0.002415180,0.002302885
0.002768993,0.002335072,0.002399921,0.003116131,0.002369881
0.002350092,0.002588987,0.002717018,0.002646923,0.002879143
0.002444983,0.002483845,0.002654076,0.002377033,0.002410889
0.002680063,0.002411127,0.002424955,0.002423048,0.002403975
0.002837896,0.002415895,0.002404928,0.002734184,0.002447128
0.002542019,0.002995014,0.002588034,0.002617836,0.003099918
0.002520084,0.002568007,0.002789974,0.002533913,0.002504110
0.003020048,0.002933025,0.003273010,0.002692938,0.002723932
0.002496004,0.002740860,0.003409147,0.002617121,0.003076077
0.002637863,0.002593040,0.002578974,0.002958059,0.002640963
0.002636909,0.002590895,0.002687216,0.002640009,0.002998114
0.002629042,0.003163099,0.003345013,0.002620935,0.002654076
0.003236055,0.003274918,0.003231049,0.002578020,0.002629042
0.003050089,0.002683878,0.002947092,0.002914906,0.003149033
0.002654076,0.003418922,0.003266096,0.002746105,0.002743959
0.002708912,0.002696037,0.003261805,0.002784014,0.002747059
0.002788067,0.003238916,0.003232002,0.002901077,0.002768993
0.002909184,0.002906084,0.002944946,0.003019094,0.003184795
0.003020048,0.003436089,0.003047943,0.003093958,0.003522158
0.003148079,0.003123045,0.003716946,0.003079891,0.003026009
0.002923965,0.003758192,0.003009081,0.003020048,0.002943993
0.003350019,0.002940893,0.003000975,0.003012896,0.002906084
0.002915144,0.002988815,0.003377199,0.003612995,0.003017187
0.003427029,0.003293037,0.003265858,0.003025055,0.003213882
0.003368139,0.003427029,0.003715992,0.003719807,0.003350019
0.003174067,0.003448009,0.003674030,0.003584146,0.003642797
0.003562927,0.003414869,0.003443003,0.003260136,0.004190922
0.003781080,0.003959894,0.003494978,0.003371954,0.003375053
0.003396034,0.003404856,0.003803968,0.003470898,0.003720045
