451,615,1255,586,1059
77,210,152,144,207
83,302,83,78,262
80,86,78,258,172
284,96,286,359,74
256,110,260,84,100
122,247,73,77,344
88,81,71,109,156
79,81,89,237,81
78,107,129,77,72
75,220,218,99,92
86,72,140,96,182
88,96,280,225,72
80,479,174,72,139
81,77,100,79,119
90,134,118,107,145
91,101,88,154,106
79,91,131,94,85
90,79,89,90,121
94,74,133,206,236
107,510,166,160,109
82,96,245,152,91
89,86,90,282,449
97,825,175,183,103
95,98,505,110,116
120,117,223,242,90
99,162,237,223,265
110,205,91,95,116
121,159,244,372,123
183,794,333,154,607
107,100,108,100,128
519,106,138,128,114
128,90,94,147,1022
117,180,251,113,231
96,102,420,101,231
191,228,436,122,115
97,328,99,129,256
102,107,166,176,225
180,218,103,137,101
108,383,270,1063,260
99,492,255,114,461
92,170,115,275,386
459,132,180,358,133
139,125,296,136,126
105,228,115,175,657
208,118,274,339,136
119,135,207,118,125
113,479,110,153,187
636,134,337,196,207
119,639,233,118,153
169,143,503,240,194
221,183,118,320,164
106,263,107,1191,110
318,128,115,127,324
208,163,337,176,141
132,369,204,962,217
168,132,445,125,239
129,137,154,186,147
156,461,130,636,115
221,145,244,1022,203
194,558,244,120,314
128,1092,150,333,124
179,137,164,463,166
268,161,404,256,323
142,320,233,212,846
141,166,331,140,152
135,127,325,160,558
146,290,551,318,171
163,136,351,854,266
233,135,418,141,190
145,290,319,141,139
275,131,465,234,591
318,125,251,144,215
540,390,168,137,265
138,129,738,361,209
154,529,459,148,453
170,161,379,701,283
147,643,138,146,151
160,153,306,157,255
173,365,196,267,312
161,243,549,148,945
166,841,336,207,145
223,157,212,422,356
202,169,197,173,203
192,647,154,489,140
269,148,181,147,159
141,610,165,331,228
163,155,396,230,168
546,245,462,896,620
166,160,461,211,587
150,185,173,260,292
172,170,586,207,180
148,151,171,151,284
230,173,238,216,150
283,520,685,155,582
239,168,160,149,198
151,238,167,311,158
232,238,230,177,626
212,394,199,371,150
381,366,172,315,193
584,340,215,319,657
157,241,334,588,369
400,168,267,302,173
172,1099,231,253,592
246,239,478,539,183
175,810,183,252,362
162,169,168,189,197
503,186,179,403,248
165,177,178,174,215
183,194,567,1091,451
287,595,189,222,566
514,197,858,286,210
191,570,175,357,574
165,194,175,465,179
497,180,229,256,632
175,269,314,575,196
199,357,248,174,249
380,360,801,279,223
254,415,213,276,317
313,361,193,369,351
589,356,419,323,359
187,168,181,346,360
194,189,1213,245,276
451,574,192,223,369
226,168,197,518,721
888,794,467,206,198
210,206,277,224,481
527,805,304,628,182
199,191,302,203,302
546,893,1081,670,340
198,187,216,191,838
348,743,531,367,478
186,354,204,727,194
586,717,539,806,697
216,227,322,199,181
414,187,639,195,273
190,530,512,634,443
634,180,212,361,240
200,703,274,319,527
296,205,440,382,504
213,209,328,770,345
859,620,509,184,215
205,233,208,618,525
857,869,215,240,374
230,220,705,1060,854
709,708,238,279,208
231,280,772,195,721
233,1235,267,192,300
593,244,252,492,213
441,475,1060,276,744
315,323,328,305,492
788,508,362,503,370
236,240,406,294,225
657,287,711,691,595
365,861,235,239,240
571,251,505,626,231
500,495,238,271,615
312,327,648,649,233
465,649,252,246,451
270,251,368,753,253
422,732,332,281,549
244,271,823,277,259
473,570,280,823,452
236,235,606,402,242
479,793,279,988,495
341,498,719,263,228
261,343,357,833,581
370,240,465,297,307
408,801,288,869,1031
326,270,357,250,522
403,1106,698,641,337
277,484,408,255,289
465,315,300,1146,620
269,819,550,891,301
446,304,321,261,915
302,743,379,704,1010
251,783,322,332,252
485,267,791,888,619
306,622,275,320,259
647,268,301,758,868
264,890,447,393,478
857,271,254,700,299
289,646,998,303,824
644,500,527,297,310
295,338,284,569,430
983,375,1190,375,270
337,539,360,554,822
313,267,609,309,286
519,819,308,522,858
283,341,954,270,268
889,605,539,547,299
284,264,272,353,1332
823,778,654,1063,923
274,1221,297,382,367
631,288,1150,487,352
275,2041,524,414,315
652,287,733,374,611
725,485,350,340,295
271,321,549,980,1000
1073,681,298,264,313
268,324,806,453,488
748,955,314,304,299
304,287,614,950,1010
933,1022,317,318,286
967,300,1350,883,679
295,391,313,437,314
860,305,806,851,1283
1048,863,304,551,343
363,317,751,754,490
948,1281,293,295,722
637,586,706,870,436
317,424,310,360,630
811,451,1142,786,301
422,448,348,971,1052
837,326,921,290,321
414,1279,288,1357,633
811,631,917,562,1058
314,611,1059,394,325
624,459,438,1047,861
299,308,395,873,460
662,555,514,279,446
416,304,383,832,355
351,1068,514,958,788
493,383,352,841,314
445,821,618,424,832
367,352,863,850,845
726,616,641,327,1094
326,844,384,772,925
477,311,1036,324,309
565,725,716,795,744
380,401,1538,780,337
709,1013,411,373,763
323,348,1475,795,620
712,599,440,990,499
894,312,1142,607,899
350,1141,351,439,351
606,452,1031,459,1076
332,573,314,355,319
802,499,301,776,710
944,614,880,372,327
327,345,533,999,488
680,963,537,368,304
323,406,341,1030,1104
752,468,766,350,308
1074,365,332,935,673
982,952,963,393,656
430,515,486,1014,348
628,518,700,392,803
311,319,545,503,315
1662,1014,1103,467,754
392,1756,445,767,309
588,330,851,417,1009
908,313,347,744,399
544,930,1345,1041,1133
528,463,581,378,947
353,498,485,954,463
903,384,404,475,483
516,703,416,470,375
723,370,869,347,806
788,1053,686,1102,318
364,937,326,876,666
731,411,975,375,357
350,773,429,755,811
1053,1007,632,984,414
591,459,896,351,461
630,529,588,811,478
392,359,516,472,880
890,642,926,798,811
645,1135,482,828,347
531,592,997,367,909
466,425,444,386,1081
323,967,947,696,1081
846,1531,727,484,437
353,574,538,1453,978
884,416,653,911,426
377,398,815,586,383
460,495,1106,495,1117
424,351,563,456,397
775,882,395,914,623
709,356,1211,394,1502
431,810,669,883,480
1274,1336,482,382,1209
442,445,1158,842,371
1053,445,369,1163,890
743,538,969,478,511
771,482,522,983,1011
405,375,918,402,1133
617,793,358,760,1123
1026,1162,777,916,1116
658,960,1149,907,542
485,603,573,357,419
1522,831,460,387,1231
404,384,378,922,381
854,1682,927,617,769
479,1171,456,870,1525
670,447,1506,1170,440
822,698,533,406,789
605,408,867,1197,347
1027,891,684,514,1018
358,1191,767,824,444
1090,393,1187,979,818
1045,809,491,422,1162
520,478,668,843,1369
772,484,1353,1337,713
442,443,445,1208,891
811,910,1241,1092,1320
891,1237,845,1160,488
617,1123,827,551,778
494,1056,932,893,1104
890,1040,430,1130,569
455,576,1183,991,500
1019,443,493,1298,1387
1475,1051,850,884,377
396,1415,1279,449,1190
731,977,543,773,1524
1141,472,1283,877,1138
887,972,1131,708,1242
394,1269,438,1150,435
1276,1565,1090,449,1736
1368,568,897,433,1318
1173,1078,1505,895,1081
420,768,1035,447,1153
1088,582,1295,1217,602
444,538,502,713,573
852,1079,703,1039,1130
1130,980,924,582,865
413,1142,512,567,982
1019,489,741,1109,681
1191,1095,1414,983,609
1078,1230,993,1105,1690
554,489,520,539,879
724,899,1067,545,947
1305,1256,2016,1093,1422
1433,432,921,561,1083
698,1811,1283,921,428
2319,945,834,1495,914
1844,394,481,1248,1022
583,1026,922,831,1075
1131,775,1103,597,589
1421,820,1143,1048,484
1317,926,977,924,443
1743,481,1307,1660,1124
1028,545,1202,601,1289
1189,445,503,537,1014
1117,990,583,597,1102
985,1018,669,1424,542
1117,701,704,1092,1123
647,1893,473,1154,1174
1156,717,829,457,438
1257,1129,1113,1011,846
497,1175,552,989,1070
1551,949,1201,830,544
1012,965,432,1425,660
444,1131,685,419,1468
1777,1117,638,589,601
975,638,1399,946,581
455,572,729,574,926
1127,637,734,968,1524
1037,678,586,1714,1289
1110,1242,1061,1046,1226
627,981,1621,464,1178
642,1146,516,996,968
1756,1488,664,554,1262
662,1349,1099,960,1507
727,908,1196,891,448
1283,960,1144,1126,843
1348,1134,977,855,1464
475,449,1111,467,430
1398,838,1288,869,789
1379,1003,891,596,1136
439,1003,1118,919,698
1154,1499,1033,1268,636
883,662,590,494,1066
1191,1188,999,870,1775
572,1358,971,1042,485
1061,1121,1502,1022,797
1553,1320,1056,1256,475
1324,1254,1069,1890,2005
1212,469,1273,1330,1146
1118,1437,1297,770,1236
936,1680,1415,778,473
1190,1103,1394,1277,1039
599,582,808,1021,1119
1107,831,1104,672,955
1164,1101,1359,1259,1150
1353,971,1011,1224,499
1214,499,523,1536,1065
1238,721,1329,460,918
1171,1180,1037,1118,767
1134,478,917,1285,724
792,1385,1529,598,627
1213,1065,649,1200,818
983,1242,681,832,862
472,577,504,1110,1164
1083,1057,967,682,1667
1117,1045,1360,890,658
886,1230,510,1201,1076
1004,510,1051,1009,1131
543,1237,473,1401,1106
832,1272,1034,1447,495
1331,1303,1149,1282,678
916,1386,582,1168,767
501,1144,1112,1031,744
1022,1148,1091,1257,702
976,1052,504,596,1182
980,1115,915,979,856
582,1320,1323,1167,1133
814,1018,497,1030,775
1273,471,1037,555,1099
1340,931,1331,965,538
1255,1071,510,1306,983
543,1107,1608,950,1335
976,1308,1226,1086,1269
904,1341,718,616,545
1252,1087,1086,964,988
875,1465,1301,1230,658
980,581,514,518,1450
1442,1516,1446,998,1886
1384,921,479,1112,1317
936,1379,1160,990,1213
1647,967,1100,1114,1226
1193,1753,1072,1304,1096
720,1203,579,1028,972
1106,1475,1220,974,536
1029,957,1406,1358,1149
1200,614,1138,898,1662
563,652,1182,608,1347
1044,1355,1440,1728,1175
1057,521,1041,532,862
1359,1121,1456,1003,1398
536,1192,633,1277,1485
1021,1163,1702,942,1329
1290,1255,771,1209,878
1392,920,1091,980,626
825,590,952,976,1426
990,1160,1131,501,990
1461,1013,1898,1285,1650
1234,1353,1722,1326,1044
1253,1136,838,1680,570
524,1329,1466,1686,1617
850,1078,1235,1051,903
1123,547,1168,603,1397
1050,844,1164,925,1278
522,1256,836,1184,1330
1220,1390,1605,1677,1490
1040,1531,1081,746,968
1667,676,1105,1027,1113
654,1227,1437,1057,1144
1537,1213,607,1180,545
1293,1273,1126,1120,1491
967,1084,1018,1174,1047
1396,556,1358,1251,1116
1029,1160,1165,1231,1209
865,1508,1680,859,1018
1611,1380,1431,1398,1264
1390,1581,525,1023,1160
1076,1368,780,728,2030
1506,1346,921,1583,1578
1345,535,2436,1937,1282
1513,1166,1527,1424,1060
583,1455,1096,1176,1430
1614,1145,1064,1050,1373
1010,1015,1347,1472,1021
615,911,671,747,647
1053,664,1050,824,1106
1372,1083,1027,1643,2070
620,1500,936,893,1491
1067,1325,1258,778,1736
1090,1151,1026,1145,1139
1820,1084,1328,1102,1534
878,614,570,1012,1555
901,1773,1384,1043,1051
600,743,1213,1153,1223
1152,1426,1038,1115,1236
1547,1520,1521,1092,1388
1594,1419,1262,1248,1274
901,600,671,1275,1393
601,1459,935,647,1547
1265,1760,983,1256,2262
1422,1221,1133,1354,551
1608,816,1127,1097,1257
1049,728,661,1020,1489
632,1216,1692,641,1339
1190,1268,1866,1066,1285
1220,1163,565,1354,996
624,1019,972,1330,2687
1320,2131,1266,1322,754
1461,1324,1200,1320,1283
2188,2586,904,1027,1193
1706,606,1170,1358,1235
1493,1317,1716,1398,925
1293,2193,1334,1412,1167
1414,1522,1257,1395,1109
1304,1134,1482,1144,1194
895,1736,1374,1358,1345
1280,1245,1061,603,572
666,862,970,1866,1617
1112,1035,1407,563,685
1192,1305,1522,1080,1071
1382,1134,1141,932,1577
1368,1000,1268,1331,1208
1683,1189,1567,1288,1320
590,1081,1110,640,977
1928,2066,1091,1870,1026
729,1700,739,1756,1095
1125,922,1230,1418,1296
1156,1153,1756,1487,1143
1624,1190,1217,1007,1063
1537,683,739,1460,1416
1413,1169,1073,1540,1368
1393,1318,1035,1428,1188
1344,1813,1017,1451,1044
1192,1624,553,1288,1063
1013,861,753,1163,1100
1050,832,1792,1015,1433
675,1416,1138,1196,1598
1111,1395,999,1218,1015
1237,1517,1819,914,1980
1349,1309,1305,1161,1003
1073,1228,2107,1479,1403
854,1116,1508,796,1201
1909,1452,1365,1289,1125
864,1389,1097,1287,1392
948,1320,868,1431,996
1291,716,1131,1503,1717
1191,1224,1243,637,649
1047,1457,1550,1318,1540
672,1433,943,1728,687
1730,1742,1668,856,1415
1411,1418,1307,973,1469
1245,1764,1565,2024,1313
1377,1953,1085,1217,655
1522,1460,1114,1488,1443
1698,1353,1224,1009,1152
1213,1191,1693,1025,1437
1501,1052,1446,1187,1325
1897,1273,1193,743,697
1578,1026,1327,1752,1028
1281,1147,1599,1291,1573
1336,805,1213,1371,1749
1422,1155,1523,1066,1107
1320,1131,1263,1716,1611
1494,1751,1334,1679,1132
1425,1549,1479,1714,1713
1275,1463,1736,911,1019
1281,962,1145,1936,838
1760,1072,1540,1411,613
927,1024,1172,1817,1217
1768,834,988,675,2125
1594,1005,1053,1534,1487
1969,1018,1171,1256,696
1885,1172,1819,1832,1660
1056,1811,1558,1104,1510
2324,1470,1242,1148,1107
666,1216,1133,1611,1309
1767,1513,1420,1048,1543
1603,1437,681,974,1069
1583,1307,1139,1221,1555
2304,1518,1245,1064,1398
3150,658,1941,1058,1172
2341,1302,1340,772,1216
2863,2329,1503,2173,1462
